,lx,ly,lconfidence
0,166.761,147.943,0.0602952
0,182.991,135.578,0.48069
0,0.0,0.0,0.0
0,47.9198,214.176,0.18192
0,0.0,0.0,0.0
0,168.059,143.369,0.395977
0,153.782,153.12,0.161395
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,0.0,0.0,0.0
0,166.756,153.128,0.13875
0,160.914,145.336,0.0946523
